Title,Conference
View-dependent refinement of progressive meshes,SIGGRAPH
Combining global optimization with local selection for efficient QoS-aware service composition,WWW
Filtered fractals in signal modeling,ISCAS
Reliability comparison of computer networks,INFOCOM
Real Time Video and Audio in the World Wide Web,WWW
Appearance-Preserving Simplification,SIGGRAPH
Speeding Design Centering By Reusing Simulated Data,ISCAS
Storage and Querying of E-Commerce Data,VLDB
Fast motion estimation using modified circular zonal search,ISCAS
Rule-based smoke- and explosion dynamics in a full CG environment,SIGGRAPH
Power Control for Multirate Multimedia CDMA Systems,INFOCOM
Quantifying the Benefit of Configurability in Circuit-Switched WDM Ring Networks,INFOCOM
Concurrent Self Test of Switched Current Circuits Based on the S2I-Technique,ISCAS
emphMV Routing and Capacity Building in Disruption Tolerant Networks,INFOCOM
Toward a psychophysically-based light reflection model for image synthesis,SIGGRAPH
Disjoint-Interval Topological Sort: A Useful Concept in Serializability Theory (Extended Abstract),VLDB
Acquisition of time-varying participating media,SIGGRAPH
"Searching for Multimedia: Video, Audio, and Image Web Queries",WWW
BridgeNet: An Adaptive Multi-Source Stream Dissemination Overlay Network,INFOCOM
Buy-it-now or take-a-chance: a simple sequential screening mechanism,WWW
Candytop: a Web3D interface to visualize growth of multimedia documents,SIGGRAPH
Multiresolution video,SIGGRAPH
Optimal Partition of QoS requirements with Discrete Cost Functions,INFOCOM
Interactive physically-based manipulation of discrete/continuous models,SIGGRAPH
Computer vision in 3D interactivity (panel),SIGGRAPH
A New Architecture for Analog Boundary Scan,ISCAS
Equivalence among Relational Expressions with the Union and Difference Operation,VLDB
Style machines,SIGGRAPH
Computation of static stability margins in power systems using monotonicity,ISCAS
Probabilistic Location and Routing,INFOCOM
New Current-mode Precision Rectifiers,ISCAS
A Framework for Optimization of a Multiresolution Remote Image Retrieval System,INFOCOM
Visibility sorting and compositing without splitting for image layer decompositions,SIGGRAPH
A World Wide Web Resource Discovery System,WWW
Web Services (Industrial Session),VLDB
ATM System Buffer Design Under Very Low Cell Loss Probability Constraints,INFOCOM
Capturing and Querying Multiple Aspects of Semistructured Data,VLDB
Conservative volumetric visibility with occluder fusion,SIGGRAPH
Visual SQL-X: A Graphical Tool for Producing XML Documents from Relational Databases,WWW
SPARQ2L: towards support for subgraph extraction queries in rdf databases,WWW
1978 New Orleans Data Base Design Workshop Report,VLDB
Heuristic Algorithms for Joint Configuration of the Optical and Electrical Layer in Multi-Hop Wavelength Routing Networks,INFOCOM
A Kalman-Filter Method for Power Control in Broadband Wireless Networks,INFOCOM
Improving Reliable Multicast Using Active Parity Encoding Services (APES),INFOCOM
Random Access Systems with a Time Varying Channel,INFOCOM
Principles of Transaction-Based On-Line Reorganization,VLDB
Duplicate detection in click streams,WWW
The performance of simplified CGM-BOPA in noisy environment [adaptive processing],ISCAS
A pattern tree-based approach to learning URL normalization rules,WWW
Optimal Control of Wireless Networks with Finite Buffers,INFOCOM
A general theory of third-order intermodulation distortion in common-emitter radio frequency circuits,ISCAS
Computing Iceberg Queries Efficiently,VLDB
Relational Transformation and a Redundancy in Relational Data Base,VLDB
Synthesizing realistic facial expressions from photographs,SIGGRAPH
Bridging the gap between OWL and relational databases,WWW
Generative modeling: a symbolic system for geometric modeling,SIGGRAPH
Pole-assignment robustness in a ring for structured perturbation systems,ISCAS
Top-k Query Evaluation with Probabilistic Guarantees,VLDB
A New Fair Window Algorithm for ECN-Capable TCP (New-ECN),INFOCOM
Factorizing YAGO: Scalable Machine Learning for Linked Data,WWW
The great paper deadline,SIGGRAPH
LDI tree: a hierarchical representation for image-based rendering,SIGGRAPH
Adaptive display algorithm for interactive frame rates during visualization of complex virtual environments,SIGGRAPH
A Comparative Study of Switching Activity Reduction Techniques for Design of Low-Power Multipliers,ISCAS
Mesh saliency,SIGGRAPH
Topic-sensitive PageRank,WWW
Adaptive Video Coding using Mixed-Domain Filter Banks having Optimal-Shaped Subbands,ISCAS
A 1.6V 10-Bit 20MHz Current-Mode Sample and Hold Circuit,ISCAS
Design and Performance of a Web Server Accelerator,INFOCOM
Hierarchical Z-buffer visibility,SIGGRAPH
A 900 MHz to 5.2 GHz dual-loop feedback multi-band LNA,ISCAS
Low-energy programmable finite field data path architectures,ISCAS
Graphical representation of RDF queries,WWW
Exploration of Area and Performance Optimized Datapath Design Using Realistic Cost Metrics,ISCAS
Transaction Timestamping in (Temporal) Databases,VLDB
Policy Evaluation for Network Management,INFOCOM
Time Efficient Method for MOS Circuit Extraction,ISCAS
Fully automatic wrapper generation for search engines,WWW
DISCOVER: Keyword Search in Relational Databases,VLDB
Symmetric Relations and Cardinality-Bounded Multisets in Database Systems,VLDB
Searching the World Wide Web in Low-Connectivity Communities,WWW
FlowSifter: A counting automata approach to layer 7 field extraction for deep flow inspection,INFOCOM
NeuroAnimator: Fast neural network emulation and control of physics based models,SIGGRAPH
On Retransmission Schemes for Real-time Streaming in the Internet,INFOCOM
Functional Testing and Constrained Synthesis of Sequential Architectures,ISCAS
Retrieval-By-Unification Operation on a Relational Knowledge Base,VLDB
Pragmatic evaluation of folksonomies,WWW
Empowering VET Teachers to Use IT for Teaching,WWW
Video Multicast in (Large) Local Area Networks,INFOCOM
Independent Database Schemes under Functional and Inclusion Dependencies,VLDB
Making accessible Web graphics,SIGGRAPH
Performance Improvement of an ATM Network by Introducing String Mode,INFOCOM
A Study on the Inaccessibility Characteristics of ISO 8802/4 Token-Bus LANs,INFOCOM
RankCompete: simultaneous ranking and clustering of web photos,WWW
Multi-Parameter Homotopy Methods for Finding Periodic Solutions of Nonlinear Circuits,ISCAS
Datawarehousing Has More Colours Than Just Black & White,VLDB
Wireless Access to a Content Routing System,WWW
Design Considerations for Supporting TCP with Per-Flow Queueing,INFOCOM
Six degree-of-freedom haptic rendering using voxel sampling,SIGGRAPH
Searching on the Secondary Structure of Protein Sequences,VLDB
Web page categorization without the web page,WWW
Motion-compensated frame interpolation scheme for H.263 codec,ISCAS
Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,VLDB
Evaluating Top-k Selection Queries,VLDB
Contention-Based Access Protocols with Reservations for Local Networks with Non-Homogeneous Traffic Demands,INFOCOM
Estimating Response Time for Auxiliary Memory Configuartions with Multiple Movable-Head Disk Modules,VLDB
What Is the Nearest Neighbor in High Dimensional Spaces?,VLDB
HILN-the MPEG-4 parametric audio coding tools,ISCAS
A new paradigm for ranking pages on the world wide web,WWW
"The Distributed Link Service: A Tool for Publishers,  Authors and Readers",WWW
Techniques for handling video in virtual environments,SIGGRAPH
"Artificial fishes: physics, locomotion, perception, behavior",SIGGRAPH
Robustness to Crash in a Distributed Database: A Non Shared-memory Multi-Processor Approach,VLDB
A Pipelined Adaptive Differential Vector Quantizer for Low-power Speech Coding Applications,ISCAS
A programmable 25 MHz to 6 GHz rational-K/L frequency synthesizer with digital Kvco compensation,ISCAS
Increasing the Robustness of IP Backbones in the Absence of Optical Level Protection,INFOCOM
Circuit Access Control Strategies in Integrated Digital Networks,INFOCOM
A Significant Improvement to Clever Algorithm in Hyperlinked Environment,WWW
Lossless video compression with residual image prediction and coding (RIPC),ISCAS
Concept Description Language for Statistical Data Modeling,VLDB
Limit cycle control and its application to the animation of balancing and walking,SIGGRAPH
Stability Test for 2-D LSI System Via a Unit Circle Test for Complex Polynomials,ISCAS
Robust mesh watermarking,SIGGRAPH
A model for short-term content adaptation,WWW
Predicting the impact of measures against P2P networks on the transient behaviors,INFOCOM
Correcting for short-range spatial non-linearities of CRT-based output devices,SIGGRAPH
Using Filters for Chaotic Synchronization for Communications,ISCAS
Web Service Interfaces,WWW
The Use of Symbolic-numerical Methods for Electronic Circuit Analysis,ISCAS
Video Aggregation: An Integrated Video Compression and Multiplexing Scheme for Broadband Networks,INFOCOM
Automatic Protocol Test Suite Derivation,INFOCOM
Blind separation and filtering using state space models,ISCAS
Architectural Issues of Transaction Management in Multi-Layered Systems,VLDB
"Proceedings of the 18th International Conference on World Wide Web, WWW 2009, Madrid, Spain, April 20-24, 2009",WWW
Implementations of Adaptive IIR Filters with Lowest Complexity,ISCAS
"An immersive, multi-user, musical stage environment",SIGGRAPH
Binding Propagation in Disjunctive Databases,VLDB
Dynamic Control of the p1-Persistent Protocol Using Channel Feedback,INFOCOM
Keys for XML,WWW
Towards a Universal Relation Interface,VLDB
Building a Lifestyle Recommender System,WWW
ChangeDetectorÃ‚â„¢: a site-level monitoring tool for the WWW,WWW
Systematic Development of Data Mining-Based Data Quality Tools,VLDB
Graphics rendering architecture for a high performance desktop workstation,SIGGRAPH
Flash crowds and denial of service attacks: characterization and implications for CDNs and web sites,WWW
Improving web performance by client characterization driven server adaptation,WWW
Sprobe: A fast technique for measuring bandwidth in uncoop-erative environments,INFOCOM
The Loss Path Multiplicity Problem in Multicast Congestion Control,INFOCOM
Analysis of Adaptive Incentive Protocols for P2P Networks,INFOCOM
Web search using automatic classification,WWW
Bit Transposed Files,VLDB
A large-scale evaluation and analysis of personalized search strategies,WWW
Towards context-aware search by learning a very large variable length hidden markov model from search logs,WWW
On minimum-bend single row routing,ISCAS
Important Issues in Distributed Data Base Management Systems,VLDB
Optimization of Systems of Algebraic Equations for Evaluating Datalog Queries,VLDB
Indexing the Distance: An Efficient Method to KNN Processing,VLDB
Irregular Torus Networks: Deadlock Avoidance and Throughput Analysis,INFOCOM
Software Architectures for Shared Virtual Environments,SIGGRAPH
Finding the search engine that works for you,WWW
LLP+: multi-touch sensing using cross plane infrared laser light for interactive based displays,SIGGRAPH
Timber a sophlst~cated database browser,VLDB
Partitioning Algorithms And Parallel Implementations Of Waveform Relaxation Algorithms For Circuit Simulation,ISCAS
"Balancing fusion, image depth and distortion in stereoscopic head-tracked displays",SIGGRAPH
Object views: fine-grained sharing in browsers,WWW
Lachesis: Robust Database Storage Management Based on Device-specific Performance Characteristics,VLDB
Tile representation of subdivision surfaces,SIGGRAPH
Art and technology: very large scale integration,SIGGRAPH
A Multi-Level Architecture for Relational Data Base Systems,VLDB
